"dimension","dim_type","cur_count","unique_count","null_count","zero_count","null_ratio","zero_ratio","cat_val","cat_ratio_bf_m0","cat_ratio_bf_m1","cat_ratio_bf_m2","cat_ratio_diff_bf_m1","cat_ratio_diff_bf_m2","mean_bf_m0","mean_bf_m1","mean_bf_m2","mean_ratio_diff_bf_m1","mean_ratio_diff_bf_m2","std_bf_m0","std_bf_m1","std_bf_m2","std_ratio_diff_bf_m1","std_ratio_diff_bf_m2","status_bf_m0","status_bf_m1","status_bf_m2","alarm_yn","dt"
"tw_visit_days_my_fee","numerical","938198","29","0","0","0.0","0.0",,,,,,,"1.248","1.264","1.255","-0.013","-0.006","0.671","0.689","0.668","-0.027","0.004","success","success","success","N","2020-06"
"location_weekday_visit_gu","numerical","18125280","173","0","19550","0.001","0.001",,,,,,,"10.593","10.35","9.69","0.023","0.085","10.749","10.539","10.223","0.02","0.049","success","success","success","N","2020-06"
"mth_cnsl_cnt_bf_m1","numerical","19613335","97","0","17728443","0.904","0.904",,,,,,,"0.184","0.191","0.191","-0.038","-0.038","0.823","0.823","0.83","0.0","-0.009","success","success","success","N","2020-06"
"tw_visit_days_shopguide","numerical","2040","3","0","0","0.0","0.0",,,,,,,"1.04","1.064","1.037","-0.023","0.003","0.206","0.27","0.197","-0.311","0.044","success","success","success","N","2020-06"
"mbr_discount_cnt_movie","numerical","158397","41","0","0","0.0","0.0",,,,,,,"2.207","2.214","2.233","-0.003","-0.012","1.163","1.059","1.14","0.089","0.02","success","success","success","N","2020-06"
"tw_visit_days_vas_call_available","numerical","1190","2","0","0","0.0","0.0",,,,,,,"1.017","1.017","1.022","0.0","-0.005","0.129","0.135","0.156","-0.047","-0.209","success","success","success","N","2020-06"
"sms_snd_cnt_restaurant","numerical","8101006","44","0","8095412","0.999","0.999",,,,,,,"0.001","0.001","0.001","0.0","0.0","0.139","0.118","0.103","0.151","0.259","success","success","success","N","2020-06"
"app_use_cnt_oksusu","numerical","994514","104","0","0","0.0","0.0",,,,,,,"4.001","3.714","3.121","0.072","0.22","7.121","6.532","4.953","0.083","0.304","success","success","success","N","2020-06"
"tw_visit_days_vas_call_routing","numerical","7859","11","0","0","0.0","0.0",,,,,,,"1.088","1.094","1.091","-0.006","-0.003","0.39","0.444","0.403","-0.138","-0.033","success","success","success","N","2020-06"
"app_use_traffic_healthcare","numerical","5460110","4081352","0","2544","0.0","0.0",,,,,,,"16.742","17.324","17.951","-0.035","-0.072","99.322","101.111","77.772","-0.018","0.217","success","success","success","N","2020-06"
"voc_rcv_cnt_security","numerical","186026","83","0","175604","0.944","0.944",,,,,,,"0.157","0.163","0.143","-0.038","0.089","2.537","2.571","2.23","-0.013","0.121","success","success","success","N","2020-06"
"app_use_traffic_shopping_store","numerical","2868252","2295618","0","849","0.0","0.0",,,,,,,"20.697","19.967","22.779","0.035","-0.101","78.871","86.662","97.546","-0.099","-0.237","success","success","success","N","2020-06"
"mbr_discount_cnt_theme_park","numerical","1916","8","0","0","0.0","0.0",,,,,,,"1.05","1.049","1.041","0.001","0.009","0.808","0.907","0.864","-0.123","-0.069","success","success","success","N","2020-06"
"tw_visit_days_fee_0_small","numerical","78863","21","0","0","0.0","0.0",,,,,,,"1.271","1.284","1.264","-0.01","0.006","0.795","0.861","0.825","-0.083","-0.038","success","success","success","N","2020-06"
"mbr_discount_cnt_shopping","numerical","429656","26","0","0","0.0","0.0",,,,,,,"1.478","1.454","1.491","0.016","-0.009","1.015","0.973","1.041","0.041","-0.026","success","success","success","N","2020-06"
"mbr_discount_cnt_music","numerical","108419","4","0","0","0.0","0.0",,,,,,,"1.004","1.036","1.008","-0.032","-0.004","0.061","0.187","0.088","-2.066","-0.443","success","success","success","Y","2020-06"
"tw_visit_days_suspend","numerical","52815","20","0","0","0.0","0.0",,,,,,,"1.131","1.126","1.131","0.004","0.0","0.566","0.555","0.568","0.019","-0.004","success","success","success","N","2020-06"
"app_use_traffic_simple_pay","numerical","5371052","1169347","0","12110","0.002","0.002",,,,,,,"0.645","0.628","0.627","0.026","0.028","5.286","4.635","4.692","0.123","0.112","success","success","success","N","2020-06"
"tw_visit_days_vas_coloring","numerical","72513","24","0","0","0.0","0.0",,,,,,,"1.222","1.227","1.213","-0.004","0.007","0.767","0.761","0.737","0.008","0.039","success","success","success","N","2020-06"
"app_use_traffic_carsharing","numerical","517390","450784","0","402","0.001","0.001",,,,,,,"16.467","11.619","9.974","0.294","0.394","128.19","111.739","117.963","0.128","0.08","success","success","success","N","2020-06"
"tw_visit_days_fee_senior_22g","numerical","375","3","0","0","0.0","0.0",,,,,,,"1.032","1.03","1.028","0.002","0.004","0.191","0.17","0.178","0.11","0.068","success","success","success","N","2020-06"
"avg_twld_visit_cnt","numerical","9050526","4792","0","0","0.0","0.0",,,,,,,"30.553","28.935","28.393","0.053","0.071","89.381","80.31","78.808","0.101","0.118","success","success","success","N","2020-06"
"voc_srv_cnt","numerical","19351253","37","0","0","0.0","0.0",,,,,,,"11.395","11.384","11.398","0.001","0.0","3.614","3.617","3.628","-0.001","-0.004","success","success","success","N","2020-06"
"app_use_traffic_linkedin","numerical","134950","23452","0","58","0.0","0.0",,,,,,,"0.017","0.02","0.016","-0.176","0.059","0.164","0.353","0.087","-1.152","0.47","success","success","success","Y","2020-06"
"location_weekend_visit_dong","numerical","18125280","155","0","200244","0.011","0.011",,,,,,,"10.423","10.993","8.338","-0.055","0.2","9.921","10.85","8.678","-0.094","0.125","success","success","success","N","2020-06"
"mbr_discount_amt_pizza","numerical","103579","3529","0","0","0.0","0.0",,,,,,,"13691.938","15297.79","13750.558","-0.117","-0.004","16584.632","14697.73","14181.218","0.114","0.145","success","success","success","N","2020-06"
"app_use_cnt_fin","numerical","71910556","65293","0","15435745","0.215","0.215",,,,,,,"15.318",,,,,"32.872",,,,,"success",,,"N","2020-06"
"fmly_chld_age1315_cnt","numerical","391472","4","0","0","0.0","0.0",,,,,,,"1.064","1.065","1.065","-0.001","-0.001","0.247","0.248","0.248","-0.004","-0.004","success","success","success","N","2020-06"
"tw_visit_days_tfamilymoa","numerical","105648","30","0","0","0.0","0.0",,,,,,,"1.813","1.818","1.817","-0.003","-0.002","2.008","2.002","2.026","0.003","-0.009","success","success","success","N","2020-06"
"tw_visit_days_vas_flo","numerical","109726","14","0","0","0.0","0.0",,,,,,,"1.139","1.165","1.136","-0.023","0.003","0.448","0.492","0.446","-0.098","0.004","success","success","success","N","2020-06"
"tw_visit_days_fee_senior_with_t","numerical","10111","12","0","0","0.0","0.0",,,,,,,"1.108","1.101","1.097","0.006","0.01","0.528","0.481","0.482","0.089","0.087","success","success","success","N","2020-06"
"voc_snd_prtn_cnt_bf_m1","numerical","17323465","2735","0","0","0.0","0.0",,,,,,,"37.72","35.632","35.688","0.055","0.054","50.687","51.929","52.043","-0.025","-0.027","success","success","success","N","2020-06"
"avg_data_usage_in_gb","numerical","20179489","15082959","0","2356338","0.117","0.117",,,,,,,"11.305","11.482","11.361","-0.016","-0.005","24.43","25.442","25.599","-0.041","-0.048","success","success","success","N","2020-06"
"app_use_traffic_payment","numerical","12957717","6408881","0","4894","0.0","0.0",,,,,,,"7.948","8.289","6.815","-0.043","0.143","28.636","29.691","35.742","-0.037","-0.248","success","success","success","N","2020-06"
"tw_visit_days_fee_senior_save","numerical","1995","5","0","0","0.0","0.0",,,,,,,"1.062","1.05","1.051","0.011","0.01","0.298","0.268","0.261","0.101","0.124","success","success","success","N","2020-06"
"tw_visit_days_fee_t_save","numerical","101593","15","0","0","0.0","0.0",,,,,,,"1.139","1.209","1.214","-0.061","-0.066","0.461","0.708","0.776","-0.536","-0.683","success","success","success","N","2020-06"
"voc_snd_cnt_pet","numerical","459166","118","0","145331","0.317","0.317",,,,,,,"1.701","1.713","1.548","-0.007","0.09","3.073","3.12","3.072","-0.015","0.0","success","success","success","N","2020-06"
"eqp_chg_cnt","numerical","11461462","49","0","0","0.0","0.0",,,,,,,"2.091","2.083","2.071","0.004","0.01","1.216","1.211","1.203","0.004","0.011","success","success","success","N","2020-06"
"dcb_amt_bf_m0","numerical","19490534","26547","0","18665339","0.958","0.958",,,,,,,"2118.588","2110.377","2111.091","0.004","0.004","28857.136","27849.763","27953.565","0.035","0.031","success","success","success","N","2020-06"
"tw_visit_days_faq","numerical","177894","11","0","0","0.0","0.0",,,,,,,"1.072","1.078","1.074","-0.006","-0.002","0.313","0.323","0.318","-0.032","-0.016","success","success","success","N","2020-06"
"mbr_discount_cnt_11st","numerical","331229","26","0","0","0.0","0.0",,,,,,,"1.565","1.518","1.59","0.03","-0.016","1.092","1.032","1.129","0.055","-0.034","success","success","success","N","2020-06"
"mbr_discount_amt_mobile_and_media","numerical","421973","9912","0","1182","0.003","0.003",,,,,,,"3306.539","3570.159","3563.348","-0.08","-0.078","9019.542","9382.33","8904.388","-0.04","0.013","success","success","success","N","2020-06"
"mbr_discount_amt_music","numerical","108419","39","0","0","0.0","0.0",,,,,,,"3792.857","4011.073","4079.414","-0.058","-0.076","906.226","1170.092","862.421","-0.291","0.048","success","success","success","N","2020-06"
"tw_visit_days_fee_t_large","numerical","18485","5","0","0","0.0","0.0",,,,,,,"1.059","1.065","1.065","-0.006","-0.006","0.264","0.279","0.287","-0.057","-0.087","success","success","success","N","2020-06"
"app_use_traffic_travel","numerical","6387921","2540586","0","1855","0.0","0.0",,,,,,,"5.065","4.849","4.735","0.043","0.065","22.914","23.181","23.066","-0.012","-0.007","success","success","success","N","2020-06"
"app_use_cnt_fin_bf_m1","numerical","14293556","61","0","0","0.0","0.0",,,,,,,"6.097",,,,,"5.009",,,,,"success",,,"N","2020-06"
"app_use_traffic_driver","numerical","1454563","1267894","0","1745","0.001","0.001",,,,,,,"21.633","22.103","24.668","-0.022","-0.14","104.567","98.623","90.574","0.057","0.134","success","success","success","N","2020-06"
"mbr_discount_cnt_coffee","numerical","65985","29","0","0","0.0","0.0",,,,,,,"1.42","1.476","1.57","-0.039","-0.106","1.617","1.64","1.862","-0.014","-0.152","success","success","success","N","2020-06"
"family_moa_share_data_in_gb","numerical","1794825","103","0","0","0.0","0.0",,,,,,,"22.077","22.116","22.156","-0.002","-0.004","7.804","7.831","7.878","-0.003","-0.009","success","success","success","N","2020-06"
"prev_first_eqp_out_prc","numerical","9521056","364","0","18254","0.002","0.002",,,,,,,"808678.787","809226.581",,"-0.001",,"286640.968","284184.468",,"0.009",,"success","success","fail","N","2020-06"
"bas_fee_amt","numerical","19490534","117","0","385285","0.02","0.02",,,,,,,"44748.819","44548.387","44374.724","0.004","0.008","24339.702","24228.085","24107.174","0.005","0.01","success","success","success","N","2020-06"
"app_use_traffic_navigation","numerical","7734269","6323048","0","3376","0.0","0.0",,,,,,,"29.289","28.955","28.161","0.011","0.039","168.503","174.647","184.375","-0.036","-0.094","success","success","success","N","2020-06"
"app_use_cnt_game","numerical","16613501","673","0","0","0.0","0.0",,,,,,,"59.354","56.705","53.544","0.045","0.098","45.126","40.315","38.006","0.107","0.158","success","success","success","N","2020-06"
"tw_visit_days_fee_0_medium","numerical","46302","14","0","0","0.0","0.0",,,,,,,"1.165","1.172","1.17","-0.006","-0.004","0.555","0.593","0.584","-0.068","-0.052","success","success","success","N","2020-06"
"sms_snd_cnt_baby","numerical","837010","30","0","833332","0.996","0.996",,,,,,,"0.009","0.008","0.007","0.111","0.222","0.238","0.187","0.171","0.214","0.282","success","success","success","N","2020-06"
"mth_cnsl_cnt_bf_m0","numerical","19490534","94","0","17623857","0.904","0.904",,,,,,,"0.188","0.184","0.191","0.021","-0.016","0.854","0.823","0.823","0.036","0.036","success","success","success","N","2020-06"
"mbr_discount_amt_convenience_store","numerical","878272","1367","0","0","0.0","0.0",,,,,,,"1509.582","1493.8","1504.001","0.01","0.004","4673.477","4625.305","4661.794","0.01","0.002","success","success","success","N","2020-06"
"tw_visit_days_realtime_bill","numerical","762172","30","0","0","0.0","0.0",,,,,,,"1.788","1.786","1.771","0.001","0.01","2.167","2.187","2.132","-0.009","0.016","success","success","success","N","2020-06"
"app_use_cnt_pooq","numerical","3262208","91","0","0","0.0","0.0",,,,,,,"7.71","7.993","8.556","-0.037","-0.11","12.099","12.718","14.222","-0.051","-0.175","success","success","success","N","2020-06"
"t_agr_t_eqpal_scrb_mth_cnt","numerical","19490534","9","0","4884001","0.251","0.251",,,,,,,"18.152","18.215","18.285","-0.003","-0.007","10.781","10.746","10.704","0.003","0.007","success","success","success","N","2020-06"
"mbr_discount_cnt_bakery","numerical","1806525","39","0","0","0.0","0.0",,,,,,,"1.919","1.934","1.898","-0.008","0.011","1.608","1.581","1.533","0.017","0.047","success","success","success","N","2020-06"
"tw_reco_page_imp_ratio","numerical","155396","2550","0","11790","0.076","0.076",,,,,,,"0.412",,,,,"0.345",,,,,"success",,,"N","2020-06"
"location_weekday_visit_dong","numerical","18125280","279","0","19550","0.001","0.001",,,,,,,"13.87","13.601","12.731","0.019","0.082","14.827","14.452","14.099","0.025","0.049","success","success","success","N","2020-06"
"dcb_cnt_bf_m1","numerical","19613335","7","0","18764288","0.957","0.957",,,,,,,"0.048","0.047","0.05","0.021","-0.042","0.234","0.232","0.238","0.009","-0.017","success","success","success","N","2020-06"
"tw_visit_days_membership","numerical","628289","30","0","0","0.0","0.0",,,,,,,"1.209","1.221","1.213","-0.01","-0.003","0.724","0.752","0.721","-0.039","0.004","success","success","success","N","2020-06"
"voc_rcv_cnt_travel","numerical","1167728","164","0","1026601","0.879","0.879",,,,,,,"0.263","0.271","0.27","-0.03","-0.027","2.595","2.784","2.131","-0.073","0.179","success","success","success","N","2020-06"
"channel","categorical","19404979","3","0",,,,"오프라인","0.706","0.707","0.708","-0.001","-0.003",,,,,,,,,,,"success","success","success","N","2020-06"
"prev_eqp_pet_nm","categorical","9521056","1901","0",,,,"갤럭시S7","0.055","0.055",,"0.0",,,,,,,,,,,,"success","success","fail","N","2020-06"
"fee_prod_id","categorical","19490534","476","0",,,,"NA00005955","0.074","0.076","0.078","-0.027","-0.054",,,,,,,,,,,"success","success","success","N","2020-06"
"nm_cust_num","categorical","19490534","17352587","0",,,,"9290000919","0.001","0.001","0.001","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"sel_agrmt_sta_dt","categorical","12619631","730","0",,,,"20190820","0.007","0.007","0.007","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"cust_birth_dt","categorical","19490534","35091","0",,,,"99991231","0.027","0.027","0.027","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"cncl_aply_last_equip_chg_dt","categorical","19490534","5917","0",,,,"99991231","0.407","0.409","0.411","-0.005","-0.01",,,,,,,,,,,"success","success","success","N","2020-06"
"scrb_sta_dt","categorical","19456146","152","0",,,,"20190516","0.193","0.185","0.177","0.041","0.083",,,,,,,,,,,"success","success","success","N","2020-06"
"fee_chg_dt","categorical","19404979","4909","0",,,,"20190820","0.005","0.005","0.005","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"svc_scrb_dt","categorical","19490534","10473","0",,,,"20140929","0.002","0.002","0.002","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"cncl_aply_bf_equip_chg_dt","categorical","19490534","6390","0",,,,"99991231","0.63","0.633","0.635","-0.005","-0.008",,,,,,,,,,,"success","success","success","N","2020-06"
"sel_agrmt_end_dt","categorical","12619631","730","0",,,,"20200820","0.007","1.0","1.0","-141.857","-141.857",,,,,,,,,,,"success","success","success","Y","2020-06"
"prod_nm","categorical","19490534","476","0",,,,"스몰","0.074","0.076","0.078","-0.027","-0.054",,,,,,,,,,,"success","success","success","N","2020-06"
"tmap_freq_dest_residence","categorical","1171845","5","0",,,,"apart","0.886","0.89","0.885","-0.005","0.001",,,,,,,,,,,"success","success","success","N","2020-06"
"additional_svc_allcare_scrb_type","categorical","2218298","1","0",,,,"paid","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"additional_svc_pooq_scrb_type","categorical","782905","2","0",,,,"free","0.848","0.846","0.836","0.002","0.014",,,,,,,,,,,"success","success","success","N","2020-06"
"additional_svc_bugs_scrb_type","categorical","29468","2","0",,,,"paid","0.996","0.996","0.996","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"additional_svc_oksusu_scrb_type","categorical","4432500","1","0",,,,"free","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"additional_svc_ansim_option_scrb_type","categorical","1236060","2","0",,,,"free","0.53","0.525","0.52","0.009","0.019",,,,,,,,,,,"success","success","success","N","2020-06"
"eqp_mdl_cd","categorical","19490534","4361","0",,,,"SS3I","0.012","0.012","0.013","0.0","-0.083",,,,,,,,,,,"success","success","success","N","2020-06"
"additional_svc_melon_scrb_type","categorical","18894","1","0",,,,"paid","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"additional_svc_flo_scrb_type","categorical","710203","2","0",,,,"free","0.869","0.871","0.863","-0.002","0.007",,,,,,,,,,,"success","success","success","N","2020-06"
"scrb_sale_chnl_cl_cd","categorical","19490534","62","0",,,,"1101","0.421","0.422","0.423","-0.002","-0.005",,,,,,,,,,,"success","success","success","N","2020-06"
"prev_eqp_mdl_cd","categorical","9521056","2968","0",,,,"SS56","0.019","0.019",,"0.0",,,,,,,,,,,,"success","success","fail","N","2020-06"
"twd_device_nm","categorical","19490534","334","0",,,,"N/A","0.21","0.211",,"-0.005",,,,,,,,,,,,"success","success","fail","N","2020-06"
"mng_nice_cb_scr","categorical","19490534","625","0",,,,"933","0.12","0.118","0.118","0.017","0.017",,,,,,,,,,,"success","success","success","N","2020-06"
"agrmt_mth_cnt","categorical","12619631","2","0",,,,"24","0.713","1.0","1.0","-0.403","-0.403",,,,,,,,,,,"success","success","success","N","2020-06"
"svc_gr_cd","categorical","19490534","20","0",,,,"SE","0.144","0.146","0.148","-0.014","-0.028",,,,,,,,,,,"success","success","success","N","2020-06"
"mng_nice_cb_grd","categorical","19490534","12","0",,,,"01","0.35","0.348","0.348","0.006","0.006",,,,,,,,,,,"success","success","success","N","2020-06"
"five_g_device_yn","categorical","19490534","2","0",,,,"N","0.875","0.885","0.893","-0.011","-0.021",,,,,,,,,,,"success","success","success","N","2020-06"
"app_use_yn_finnq_bf_m3","categorical","18992083","2","0",,,,"N","0.964",,,,,,,,,,,,,,,"success",,,"N","2020-06"
"family_sharable_fee_prod_yn","categorical","2636320","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_alpa_cust","categorical","679229","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"NH00000059_YN","categorical","2966172","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_frgnr","categorical","299997","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_tfamilymoa","categorical","1628300","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"family_small_yn","categorical","1661126","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"NA00002040_YN","categorical","2664136","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"family_rep_yn","categorical","4902591","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_sex","categorical","19490534","2","0",,,,"N","0.97","0.97","0.97","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"data_gift_recv_yn_bf_m0","categorical","19490534","2","0",,,,"N","0.925","0.925","0.929","0.0","-0.004",,,,,,,,,,,"success","success","success","N","2020-06"
"rmk_omd_yn","categorical","19514443","2","0",,,,"0","0.967","0.968","0.969","-0.001","-0.002",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_aia_vitality","categorical","805102","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_trnd_info_rejt_obj","categorical","116808","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"NH00000103_YN","categorical","63784","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"nugu_dvc_rgst_yn","categorical","252342","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_chuck_for_tw","categorical","19288534","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"NH00000084_YN","categorical","908490","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_eqp_mdl_cd","categorical","19490534","2","0",,,,"N","0.908","0.907","0.907","0.001","0.001",,,,,,,,,,,"success","success","success","N","2020-06"
"data_gift_recv_yn_bf_m1","categorical","19613335","2","0",,,,"N","0.925","0.929","0.93","-0.004","-0.005",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_agree_203","categorical","19451877","2","0",,,,"N","0.965","0.965","0.964","0.0","0.001",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_sktemployee","categorical","19451877","2","0",,,,"N","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_op_info_rejt_obj","categorical","88051","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"sec_dev_yn","categorical","19094142","2","0",,,,"N","0.961","0.961","0.961","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_agree_201","categorical","18461477","2","0",,,,"N","0.949","0.951","0.952","-0.002","-0.003",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_internet","categorical","9679833","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_term_dt","categorical","19490534","2","0",,,,"N","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"nugu_btv_rgst_yn","categorical","182354","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"copn_data_u1_yn_bf_m2","categorical","19754252","2","0",,,,"N","0.958","0.958","0.961","0.0","-0.003",,,,,,,,,,,"success","success","success","N","2020-06"
"nugu_app_rgst_yn","categorical","664275","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"data_give_psbl_yn","categorical","468437","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"smartwatch_yn","categorical","460206","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"NH00000133_YN","categorical","2598276","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_five_g","categorical","19432849","2","0",,,,"N","0.883","0.89","0.896","-0.008","-0.015",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_rep_mbr_ind","categorical","15301156","1","0",,,,"Y","1.0","1.0",,"0.0",,,,,,,,,,,,"success","success",,"N","2020-06"
"main_channel_eqp_buy","categorical","19395415","3","0",,,,"S","0.388","0.386","0.388","0.005","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_col","categorical","397425","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_indv_corp_cl_cd","categorical","19490534","2","0",,,,"N","0.973","0.973","0.973","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"family_wire_comb_yn","categorical","7741229","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_adt_ansim_home_yn","categorical","20917","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"data_gift_send_yn_bf_m2","categorical","19754252","2","0",,,,"N","0.939","0.94","0.94","-0.001","-0.001",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_pay_agr","categorical","16147767","2","0",,,,"Y","0.513","0.516",,"-0.006",,,,,,,,,,,,"success","success",,"N","2020-06"
"data_gift_recv_yn_bf_m2","categorical","19754252","2","0",,,,"N","0.929","0.93","0.93","-0.001","-0.001",,,,,,,,,,,"success","success","success","N","2020-06"
"family_marriage_yn","categorical","3594295","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"app_use_yn_11st_bf_m6","categorical","19973997","2","0",,,,"Y","0.568",,,,,,,,,,,,,,,"success",,,"N","2020-06"
"family_child_yn","categorical","1275341","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_asgn_call_rgst_cust","categorical","12325","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"mbr_card_gr_cd","categorical","19490534","4","0",,,,"#","0.428","0.429","0.43","-0.002","-0.005",,,,,,,,,,,"success","success","success","N","2020-06"
"t_agr_t_eqpal_scrb_ym","categorical","19490534","148","0",,,,"#","0.251","0.248","0.245","0.012","0.024",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_fee_prod","categorical","19490534","2","0",,,,"N","0.929","0.929","0.929","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"app_use_yn_kdb_bf_m3","categorical","18992083","2","0",,,,"N","0.983",,,,,,,,,,,,,,,"success",,,"N","2020-06"
"job_cd","categorical","19490534","1","0",,,,"#","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_lte","categorical","19451877","2","0",,,,"N","0.955","0.952","0.952","0.003","0.003",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_usim_indpnd_svc","categorical","135069","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_svc_use_typ_cd","categorical","19490534","2","0",,,,"N","0.998","0.998","0.998","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_block_obj_cl_cd","categorical","680989","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"data_gift_send_yn_bf_m0","categorical","19490534","2","0",,,,"N","0.935","0.936","0.939","-0.001","-0.004",,,,,,,,,,,"success","success","success","N","2020-06"
"t_agr_t_eqpal_scrb_yn","categorical","19490534","3","0",,,,"N","0.536","0.534","0.531","0.004","0.009",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_svc_st_cd","categorical","19490534","2","0",,,,"N","0.977","0.975","0.976","0.002","0.001",,,,,,,,,,,"success","success","success","N","2020-06"
"filter_smile","categorical","20179489","2","0",,,,"N","0.989","0.989","0.989","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"device_loss","categorical","2579139","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"NH00000039_YN","categorical","537517","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
"NH00000037_YN","categorical","544663","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-06"
